"","treatment_period","week_id","grid_id","treatment","camera_id","common_name"
"623",2,9,"S2","control","S2T9","Human"
"624",2,9,"S2","control","S2T9","Human"
"625",2,9,"S2","control","S2T9","Human"
"626",2,9,"S2","control","S2T9","Human"
"627",1,1,"N2","control","N2T1","Human"
"628",2,10,"N2","human","N2T1","Human"
"629",2,10,"N2","human","N2T1","Human"
"630",2,10,"N2","human","N2T1","Human"
"631",1,5,"N2","control","N2T1","Human"
"632",1,5,"N2","control","N2T1","Human"
"633",1,5,"N2","control","N2T1","Human"
"634",2,6,"N2","human","N2T1","Human"
"635",2,6,"N2","human","N2T1","Human"
"636",2,8,"N2","human","N2T1","Human"
"637",2,8,"N2","human","N2T1","Human"
"638",2,8,"N2","human","N2T1","Human"
"639",1,1,"N2","control","N2T10","Human"
"640",1,1,"N2","control","N2T10","Human"
"641",2,10,"N2","human","N2T10","Human"
"642",1,1,"N2","control","N2T11","Human"
"643",1,2,"N2","control","N2T11","Human"
"644",2,8,"N2","human","N2T11","Human"
"645",2,10,"N2","human","N2T12","Human"
"646",1,2,"N2","control","N2T12","Human"
"647",1,5,"N2","control","N2T12","Human"
"648",1,5,"N2","control","N2T12","Human"
"649",2,8,"N2","human","N2T12","Human"
"650",1,5,"N2","control","N2T2","Human"
"651",2,6,"N2","human","N2T2","Human"
"652",1,5,"N2","control","N2T3","Human"
"653",2,6,"N2","human","N2T3","Human"
"654",2,6,"N2","human","N2T4","Human"
"655",2,6,"N2","human","N2T4","Human"
"656",2,6,"N2","human","N2T4","Human"
"657",2,8,"N2","human","N2T4","Human"
"658",2,8,"N2","human","N2T4","Human"
"659",1,5,"N2","control","N2T6","Human"
"660",1,1,"N2","control","N2T7","Human"
"661",1,1,"N2","control","N2T7","Human"
"662",2,10,"N2","human","N2T7","Human"
"663",2,10,"N2","human","N2T7","Human"
"664",2,10,"N2","human","N2T7","Human"
"665",2,10,"N2","human","N2T7","Human"
"666",1,5,"N2","control","N2T7","Human"
"667",2,6,"N2","human","N2T7","Human"
"668",2,8,"N2","human","N2T7","Human"
"669",2,8,"N2","human","N2T7","Human"
"670",2,8,"N2","human","N2T7","Human"
"671",2,10,"N2","human","N2T9","Human"
"672",1,3,"N2","control","N2T9","Human"
"673",1,5,"N2","control","N2T9","Human"
"674",2,6,"N2","human","N2T9","Human"
"675",2,6,"N2","human","N2T9","Human"
"676",2,6,"N2","human","N2T9","Human"
"677",2,8,"N2","human","N2T9","Human"
"678",2,8,"N2","human","N2T9","Human"
"679",2,8,"N2","human","N2T9","Human"
"680",2,8,"N2","human","N2T9","Human"
"681",1,1,"S2","human","S2T1","Human"
"682",1,1,"S2","human","S2T1","Human"
"683",1,1,"S2","human","S2T1","Human"
"684",1,1,"S2","human","S2T1","Human"
"685",1,1,"S2","human","S2T1","Human"
"686",1,1,"S2","human","S2T1","Human"
"687",1,1,"S2","human","S2T1","Human"
"688",1,1,"S2","human","S2T1","Human"
"689",1,1,"S2","human","S2T1","Human"
"690",1,1,"S2","human","S2T1","Human"
"691",1,1,"S2","human","S2T1","Human"
"692",1,3,"S2","human","S2T1","Human"
"693",1,3,"S2","human","S2T1","Human"
"694",1,5,"S2","human","S2T1","Human"
"695",1,5,"S2","human","S2T1","Human"
"696",1,5,"S2","human","S2T1","Human"
"697",1,5,"S2","human","S2T1","Human"
"698",1,5,"S2","human","S2T1","Human"
"699",2,6,"S2","control","S2T1","Human"
"700",2,6,"S2","control","S2T1","Human"
"701",2,6,"S2","control","S2T1","Human"
"702",2,6,"S2","control","S2T1","Human"
"703",2,6,"S2","control","S2T1","Human"
"704",2,6,"S2","control","S2T1","Human"
"705",1,5,"S2","human","S2T10","Human"
"706",2,8,"S2","control","S2T10","Human"
"707",1,5,"S2","human","S2T11","Human"
"708",2,6,"S2","control","S2T11","Human"
"709",2,6,"S2","control","S2T11","Human"
"710",2,6,"S2","control","S2T11","Human"
"711",1,1,"S2","human","S2T12","Human"
"712",2,10,"S2","control","S2T12","Human"
"713",2,10,"S2","control","S2T12","Human"
"714",2,10,"S2","control","S2T12","Human"
"715",1,5,"S2","human","S2T1","Human"
"716",1,5,"S2","human","S2T1","Human"
"717",2,6,"S2","control","S2T1","Human"
"718",2,6,"S2","control","S2T1","Human"
"719",2,6,"S2","control","S2T1","Human"
"720",2,8,"S2","control","S2T1","Human"
"721",1,5,"S2","human","S2T2","Human"
"722",2,6,"S2","control","S2T2","Human"
"723",2,8,"S2","control","S2T2","Human"
"724",1,5,"S2","human","S2T3","Human"
"725",1,5,"S2","human","S2T3","Human"
"726",2,6,"S2","control","S2T3","Human"
"727",2,10,"S2","control","S2T4","Human"
"728",2,10,"S2","control","S2T4","Human"
"729",2,10,"S2","control","S2T4","Human"
"730",2,10,"S2","control","S2T4","Human"
"731",1,3,"S2","human","S2T4","Human"
"732",1,5,"S2","human","S2T4","Human"
"733",1,5,"S2","human","S2T4","Human"
"734",2,6,"S2","control","S2T4","Human"
"735",2,6,"S2","control","S2T4","Human"
"736",2,8,"S2","control","S2T4","Human"
"737",1,5,"S2","human","S2T5","Human"
"738",2,6,"S2","control","S2T5","Human"
"739",2,6,"S2","control","S2T6","Human"
"740",2,6,"S2","control","S2T6","Human"
"741",2,6,"S2","control","S2T6","Human"
"742",2,6,"S2","control","S2T6","Human"
"743",2,6,"S2","control","S2T6","Human"
"744",1,1,"S2","human","S2T6","Human"
"745",1,1,"S2","human","S2T6","Human"
"746",1,1,"S2","human","S2T6","Human"
"747",1,1,"S2","human","S2T6","Human"
"748",1,1,"S2","human","S2T6","Human"
"749",2,10,"S2","control","S2T6","Human"
"750",2,10,"S2","control","S2T6","Human"
"751",2,10,"S2","control","S2T6","Human"
"752",2,10,"S2","control","S2T6","Human"
"753",2,10,"S2","control","S2T6","Human"
"754",2,10,"S2","control","S2T6","Human"
"755",2,10,"S2","control","S2T6","Human"
"756",2,10,"S2","control","S2T6","Human"
"757",2,10,"S2","control","S2T6","Human"
"758",2,10,"S2","control","S2T6","Human"
"759",2,10,"S2","control","S2T6","Human"
"760",1,3,"S2","human","S2T6","Human"
"761",1,5,"S2","human","S2T6","Human"
"762",1,5,"S2","human","S2T6","Human"
"763",1,5,"S2","human","S2T6","Human"
"764",1,5,"S2","human","S2T6","Human"
"765",1,5,"S2","human","S2T6","Human"
"766",1,5,"S2","human","S2T7","Human"
"767",2,6,"S2","control","S2T7","Human"
"768",2,6,"S2","control","S2T8","Human"
"769",2,10,"S2","control","S2T9","Human"
"770",2,10,"S2","control","S2T9","Human"
"771",2,10,"S2","control","S2T9","Human"
"772",2,10,"S2","control","S2T9","Human"
"773",2,10,"S2","control","S2T9","Human"
"774",2,10,"S2","control","S2T9","Human"
"775",2,10,"S2","control","S2T9","Human"
"776",2,10,"S2","control","S2T9","Human"
"777",2,10,"S2","control","S2T9","Human"
"778",2,10,"S2","control","S2T9","Human"
"779",2,10,"S2","control","S2T9","Human"
"780",2,10,"S2","control","S2T9","Human"
"781",2,10,"S2","control","S2T9","Human"
"782",2,10,"S2","control","S2T9","Human"
"783",2,10,"S2","control","S2T9","Human"
"784",2,10,"S2","control","S2T9","Human"
"785",2,10,"S2","control","S2T9","Human"
"786",2,10,"S2","control","S2T9","Human"
"787",2,10,"S2","control","S2T9","Human"
"788",2,10,"S2","control","S2T9","Human"
"789",2,10,"S2","control","S2T9","Human"
"790",2,10,"S2","control","S2T9","Human"
"791",2,10,"S2","control","S2T9","Human"
"792",2,10,"S2","control","S2T9","Human"
"793",1,5,"S2","human","S2T9","Human"
"794",1,5,"S2","human","S2T9","Human"
"795",1,5,"S2","human","S2T9","Human"
"796",1,5,"S2","human","S2T9","Human"
"797",1,5,"S2","human","S2T9","Human"
"798",1,5,"S2","human","S2T9","Human"
"799",1,5,"S2","human","S2T9","Human"
"800",1,5,"S2","human","S2T9","Human"
"801",1,5,"S2","human","S2T9","Human"
"802",1,5,"S2","human","S2T9","Human"
"803",2,8,"S2","control","S2T9","Human"
"804",2,8,"S2","control","S2T9","Human"
"805",2,8,"S2","control","S2T9","Human"
